n,carat,cut,color,clarity,depth,table,price,x,y,z
38370,0.53,Very Good,J,VS2,60.9,59,1023,5.2,5.27,3.19
38376,0.5,Premium,H,SI2,62.6,61,1024,5.06,5.03,3.1
38377,0.41,Very Good,I,VVS2,59.9,57,1024,4.87,4.91,2.93
38381,0.42,Premium,E,VS2,61,59,1024,4.85,4.82,2.95
38395,0.42,Ideal,E,VS2,61.8,57,1024,4.81,4.77,2.96
38397,0.39,Premium,G,VS1,62.7,58,1024,4.69,4.63,2.92
38402,0.35,Ideal,H,VVS1,62.3,55,1024,4.55,4.51,2.82
38403,0.35,Premium,H,VVS1,60.6,60,1024,4.57,4.51,2.75
38404,0.35,Ideal,H,VVS1,61.5,57,1024,4.54,4.53,2.79
38406,0.35,Premium,H,VVS1,61.2,60,1024,4.55,4.5,2.77
38426,0.51,Premium,G,SI2,58.6,59,1026,5.3,5.25,3.09
38428,0.48,Ideal,H,VS2,62.2,54,1026,5.04,5.05,3.14
38436,0.38,Premium,F,VS2,60.9,56,1026,4.72,4.67,2.86
38442,0.38,Ideal,E,VS1,62.1,57,1027,4.62,4.65,2.88
38448,0.54,Ideal,G,SI2,61.8,55,1028,5.23,5.26,3.24
38449,0.35,Ideal,H,IF,60.9,57,1028,4.58,4.6,2.8
38450,0.33,Ideal,F,IF,61.8,55,1028,4.47,4.49,2.77
38452,0.31,Ideal,G,IF,62,54,1028,4.39,4.35,2.71
38463,0.46,Very Good,D,VS2,63.4,59,1030,4.88,4.83,3.08
38464,0.38,Ideal,E,VVS2,62,57,1030,4.64,4.69,2.89
38465,0.34,Ideal,E,VVS1,61.6,55,1030,4.5,4.52,2.78
38469,0.41,Ideal,E,VS1,62.2,55,1030,4.79,4.76,2.97
38477,0.42,Ideal,D,VS2,62.2,55,1031,4.75,4.8,2.97
38480,0.42,Very Good,G,VVS2,60.4,59,1031,4.78,4.82,2.9
38483,0.42,Ideal,F,VS1,61.3,57,1031,4.8,4.85,2.96
38485,0.42,Ideal,G,VVS2,60.7,55,1031,4.86,4.89,2.96
38490,0.42,Ideal,F,VS1,62.3,55,1031,4.77,4.79,2.98
38493,0.42,Premium,F,VS1,61.2,58,1031,4.82,4.86,2.96
38496,0.42,Ideal,D,VS2,62.1,54,1031,4.8,4.83,2.99
38515,0.38,Ideal,F,VVS2,62.7,56,1033,4.61,4.64,2.9
38516,0.36,Ideal,D,VVS2,62,54,1033,4.57,4.63,2.85
38517,0.37,Ideal,G,IF,62.4,56,1033,4.6,4.64,2.88
38524,0.34,Ideal,E,VS1,61.8,57,1033,4.5,4.47,2.77
38533,0.38,Premium,H,VVS1,61.2,60,1033,4.7,4.68,2.87
38536,0.34,Ideal,D,VS2,61.4,56,1033,4.53,4.5,2.77
38540,0.34,Ideal,D,VS2,62.3,55,1033,4.48,4.45,2.78
38541,0.34,Ideal,D,VS2,62,55,1033,4.49,4.45,2.77
38549,0.34,Ideal,E,VS1,61.4,57,1033,4.5,4.46,2.75
38552,0.5,Very Good,J,VS1,61.4,57.8,1034,5.09,5.14,3.15
38555,0.39,Ideal,E,VVS2,61.9,55,1034,4.7,4.73,2.92
38558,0.31,Ideal,D,VVS2,61.1,56,1034,4.38,4.39,2.68
38559,0.5,Very Good,I,SI1,62.5,57,1035,5.06,5.09,3.17
38577,0.4,Premium,G,VS2,62.8,61,1035,4.67,4.63,2.92
38578,0.4,Very Good,G,VS2,63.5,56,1035,4.7,4.68,2.98
38583,0.4,Premium,G,VS1,60,57,1035,4.83,4.74,2.87
38587,0.39,Ideal,F,VVS2,61.9,54.8,1036,4.68,4.69,2.9
38593,0.55,Ideal,H,SI2,62.6,56,1037,5.24,5.27,3.29
38594,0.43,Good,H,VVS1,61.2,61,1037,4.84,4.9,2.98
38598,0.38,Ideal,E,VS2,61.7,54,1038,4.66,4.68,2.88
38602,0.4,Ideal,E,VS2,62.6,57,1038,4.7,4.68,2.93
38606,0.39,Ideal,H,IF,61.9,55.6,1039,4.68,4.7,2.91
38612,0.31,Premium,J,VS2,62.3,60,488,4.34,4.29,2.69
38618,0.3,Ideal,J,IF,61.5,57,489,4.29,4.36,2.66
38622,0.31,Ideal,H,VS2,62.2,55,489,4.36,4.39,2.72
38623,0.31,Good,I,VS1,63.5,57,489,4.26,4.28,2.71
38624,0.31,Premium,I,VS1,62.6,59,489,4.29,4.33,2.7
38630,0.31,Very Good,H,VS2,62.5,54,489,4.35,4.39,2.73
38632,0.31,Ideal,H,VS2,62.1,55,489,4.32,4.35,2.69
38635,0.31,Very Good,H,VS2,59.7,61,489,4.39,4.42,2.63
38640,0.31,Very Good,H,VS2,62.5,60,489,4.31,4.36,2.71
38646,0.33,Ideal,F,VVS2,61.4,56,1040,4.49,4.44,2.74
38648,0.44,Premium,I,VS1,62.8,56,1040,4.88,4.83,3.05
38650,0.44,Ideal,E,SI1,61.1,56,1040,4.92,4.9,3
38660,0.42,Ideal,D,SI1,61.7,56,1040,4.83,4.79,2.97
38661,0.42,Premium,D,SI1,61.9,59,1040,4.81,4.76,2.96
38665,0.42,Premium,D,SI1,62.8,58,1040,4.79,4.76,3
38666,0.33,Ideal,G,VVS1,62.3,55,1040,4.44,4.42,2.76
38667,0.38,Ideal,G,VS1,62.1,56,1040,4.68,4.63,2.89
38669,0.33,Premium,F,VVS2,62.5,59,1040,4.47,4.4,2.77
38670,0.7,Premium,F,I1,63,61,1040,5.69,5.55,3.54
38671,0.7,Good,F,I1,63.9,60,1040,5.65,5.52,3.58
38685,0.3,Ideal,F,VVS1,61.7,57,1041,4.28,4.31,2.65
38690,0.37,Ideal,E,VS2,62,57,1041,4.63,4.6,2.86
38691,0.37,Ideal,F,VS1,61.7,56,1041,4.63,4.61,2.85
38695,0.37,Premium,E,VS2,59.5,59,1041,4.71,4.64,2.78
38697,0.37,Ideal,E,VS2,61.9,53,1041,4.65,4.62,2.87
38707,0.37,Ideal,E,VS2,62.7,56,1041,4.6,4.55,2.87
38708,0.35,Ideal,G,IF,61.8,56,1041,4.57,4.52,2.81
38710,0.42,Very Good,H,VVS1,63.9,56,1042,4.73,4.75,3.03
38718,0.41,Ideal,G,VS2,61.4,59,1042,4.78,4.76,2.93
38721,0.41,Ideal,H,VVS1,62.2,57,1043,4.74,4.78,2.96
38722,0.41,Ideal,H,VVS1,62.7,54,1043,4.78,4.79,3
38727,0.4,Ideal,G,VVS1,62.3,54,1043,4.75,4.76,2.96
38730,0.4,Ideal,G,VVS1,62.3,54,1043,4.75,4.76,2.96
38740,0.53,Very Good,J,SI1,61.5,56,1044,5.18,5.21,3.19
38746,0.35,Ideal,G,IF,61.8,55,1044,4.54,4.56,2.81
38751,0.35,Ideal,E,VVS1,60.7,57,1044,4.53,4.57,2.76
38753,0.35,Ideal,E,VVS1,62,56,1044,4.51,4.58,2.82
38756,0.43,Ideal,H,SI1,61.5,57,1045,4.88,4.84,2.99
38761,0.51,Ideal,F,SI2,62.7,57,1046,5.08,5.1,3.19
38762,0.43,Ideal,I,IF,62.3,53,1046,4.82,4.9,3.02
38765,0.31,Ideal,F,IF,62,56,1046,4.36,4.32,2.69
38772,0.31,Premium,E,VVS2,61.4,58,1046,4.36,4.33,2.67
38783,0.31,Ideal,H,IF,61.8,56,1046,4.38,4.36,2.7
38784,0.31,Premium,H,IF,61,58,1046,4.38,4.34,2.66
38788,0.31,Premium,G,VVS1,60.2,59,1046,4.43,4.38,2.65
38789,0.31,Premium,G,VVS1,59.5,60,1046,4.41,4.39,2.62
38790,0.31,Ideal,G,VVS1,60.7,57,1046,4.4,4.37,2.66
38797,0.31,Ideal,G,VVS1,61.6,56,1046,4.39,4.35,2.69
38799,0.31,Ideal,G,VVS1,62.8,53,1046,4.36,4.34,2.73
38802,0.31,Ideal,G,VVS1,62.5,55,1046,4.34,4.33,2.71
38805,0.31,Premium,G,VVS1,60.5,60,1046,4.4,4.33,2.64
38807,0.31,Premium,G,VVS1,62.1,59,1046,4.35,4.32,2.69
38816,0.31,Premium,G,VVS1,62.6,61,1046,4.31,4.28,2.69
38817,0.31,Premium,G,VVS1,63,58,1046,4.32,4.29,2.71
38824,0.5,Very Good,I,SI1,62.2,60,1048,5.02,5.05,3.13
38829,0.43,Ideal,E,VS2,61.9,56,1048,4.88,4.85,3.01
38833,0.43,Ideal,E,VS2,62.2,57,1048,4.84,4.8,3
38837,0.52,Good,G,SI2,63.1,56,1049,5.08,5.12,3.22
38843,0.33,Very Good,D,VVS2,60.8,58,1050,4.47,4.48,2.72
38845,0.37,Ideal,D,VS2,61.1,56,1050,4.64,4.66,2.84
38851,0.4,Premium,G,VVS2,58.9,58,1050,4.84,4.8,2.84
38852,0.4,Premium,G,VVS2,61.7,59,1050,4.76,4.73,2.93
38856,0.4,Ideal,G,VVS2,62.4,56,1050,4.74,4.72,2.95
38858,0.4,Premium,G,VVS2,62,58,1050,4.74,4.68,2.92
38862,0.4,Premium,F,VS1,60.5,60,1050,4.8,4.76,2.89
38864,0.4,Ideal,F,VS1,61.3,56,1050,4.76,4.73,2.91
38867,0.4,Premium,F,VS1,61.4,58,1050,4.75,4.73,2.91
38869,0.4,Premium,F,VS1,62.6,58,1050,4.72,4.68,2.94
38872,0.4,Premium,F,VS1,62.9,58,1050,4.71,4.67,2.95
38874,0.4,Premium,F,VS1,62.4,59,1050,4.69,4.67,2.92
38876,0.4,Ideal,D,VS2,61.3,57,1050,4.77,4.75,2.92
38879,0.4,Ideal,D,VS2,62.3,57,1050,4.75,4.72,2.95
38881,0.4,Ideal,D,VS2,60.4,56,1050,4.77,4.73,2.87
38883,0.4,Ideal,D,VS2,62.8,57,1050,4.72,4.68,2.95
38884,0.4,Premium,D,VS2,62.4,59,1050,4.72,4.7,2.94
38887,0.4,Premium,D,VS2,61.7,59,1050,4.75,4.72,2.92
38890,0.4,Ideal,G,VS1,62.3,57,1050,4.73,4.68,2.93
38896,0.51,Fair,F,SI1,65.6,54,1052,5.07,5.02,3.31
38897,0.38,Ideal,F,VVS2,60.3,55,1052,4.69,4.79,2.86
38899,0.53,Ideal,I,SI1,62.8,57,1052,5.15,5.2,3.25
38900,0.33,Ideal,E,VVS1,60.2,57,1052,4.5,4.47,2.7
38911,0.51,Very Good,I,SI1,63.1,56,1052,5.14,5.06,3.22
38918,0.33,Ideal,G,IF,61.8,55,1052,4.48,4.45,2.76
38920,0.33,Premium,G,IF,60.8,58,1052,4.46,4.42,2.7
38925,0.51,Premium,G,SI2,60.8,59,1052,5.2,5.19,3.16
38926,0.33,Premium,D,VVS2,60.4,60,1052,4.51,4.46,2.71
38930,0.36,Very Good,E,IF,59.5,57,1053,4.68,4.73,2.8
38940,0.4,Premium,E,VS1,60.3,58,1053,4.8,4.82,2.9
38949,0.31,Good,I,VS1,63.8,56,489,4.27,4.32,2.74
38952,0.31,Very Good,I,VS1,62.8,57,489,4.28,4.32,2.7
38955,0.31,Very Good,H,VS2,61.9,58,489,4.37,4.39,2.71
38958,0.31,Premium,I,VS1,59.2,60,489,4.4,4.45,2.62
38960,0.31,Premium,H,VS2,62.4,59,489,4.31,4.34,2.7
38965,0.27,Ideal,G,VS2,61.5,56,490,4.16,4.18,2.56
38967,0.27,Ideal,G,VS2,61.6,54,490,4.17,4.2,2.58
38972,0.4,Very Good,E,VS1,62.8,59,1053,4.63,4.67,2.92
38981,0.36,Good,E,IF,57.7,54,1053,4.74,4.79,2.75
38984,0.39,Premium,I,VVS1,61.5,59,1053,4.7,4.67,2.88
38988,0.36,Premium,G,VVS2,61.9,58,1053,4.6,4.54,2.83
38991,0.51,Premium,G,SI1,62,59,1053,5.12,5.1,3.17
38992,0.5,Very Good,I,SI1,62.8,60,1054,5.04,5.08,3.18
38994,0.34,Ideal,D,VVS2,61.3,56,1054,4.51,4.53,2.77
38997,0.52,Ideal,H,SI2,61,55,1054,5.19,5.23,3.18
39004,0.42,Ideal,G,VS1,61,56,1055,4.86,4.82,2.95
39005,0.42,Ideal,H,VVS2,62,57,1055,4.82,4.79,2.98
39017,0.43,Ideal,D,VS2,61.8,56,1056,4.81,4.83,2.98
39018,0.43,Very Good,F,VS1,62.2,61,1056,4.75,4.83,2.98
39020,0.43,Premium,D,VS2,60.7,58,1056,4.84,4.88,2.95
39023,0.43,Premium,F,VS1,59.9,58,1056,4.89,4.93,2.94
39030,0.39,Ideal,E,VVS2,61.7,56,1056,4.73,4.75,2.92
39041,0.37,Ideal,G,IF,61.5,56,1056,4.6,4.64,2.84
39042,0.36,Ideal,F,IF,62.5,54,1056,4.54,4.58,2.85
39048,0.41,Very Good,E,VVS1,59.8,62,1057,4.79,4.84,2.88
39056,0.39,Good,F,VVS2,57.7,61,1058,4.91,4.8,2.8
39057,0.39,Very Good,F,VVS2,63.5,58,1058,4.65,4.61,2.94
39059,0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33
39065,0.4,Ideal,G,VVS1,61.2,56,1059,4.74,4.8,2.92
39073,0.55,Ideal,J,SI1,62.5,57,1059,5.24,5.22,3.27
39074,0.5,Very Good,J,VS2,63.2,60,1059,5.06,5.01,3.18
39079,0.41,Premium,E,SI1,62.3,56,1059,4.78,4.76,2.97
39082,0.38,Very Good,F,VVS2,61.9,59.7,1060,4.64,4.65,2.87
39089,0.48,Ideal,I,VVS2,62.1,56,1061,5.01,5.04,3.12
39096,0.41,Premium,I,VVS2,62.1,58,1061,4.78,4.76,2.96
39099,0.41,Good,I,VVS2,63.9,55,1061,4.74,4.71,3.02
39100,0.41,Very Good,I,VVS2,63.1,56,1061,4.75,4.72,2.99
39102,0.41,Ideal,I,VVS2,62.3,56,1061,4.77,4.73,2.96
39105,0.41,Ideal,H,VS1,61.8,56,1061,4.81,4.77,2.96
39106,0.41,Very Good,H,VS1,63.5,56,1061,4.7,4.69,2.98
39107,0.41,Ideal,H,VS1,62.7,56,1061,4.77,4.73,2.98
39111,0.41,Ideal,G,VS2,59.8,57,1061,4.85,4.81,2.89
39119,0.41,Premium,G,VS2,60.9,58,1061,4.83,4.8,2.93
39122,0.41,Premium,G,VS2,59.7,59,1061,4.84,4.81,2.88
39129,0.41,Ideal,G,VS2,62.5,54,1061,4.78,4.75,2.98
39130,0.41,Premium,G,VS2,61.4,59,1061,4.79,4.75,2.93
39132,0.41,Premium,G,VS2,60.9,61,1061,4.75,4.74,2.89
39133,0.41,Ideal,G,VS2,62.7,56,1061,4.77,4.74,2.98
39137,0.41,Ideal,G,VS2,62.1,57,1061,4.78,4.72,2.95
39138,0.41,Ideal,G,VS2,62.4,55,1061,4.76,4.73,2.96
39142,0.41,Premium,G,VS2,62.9,59,1061,4.75,4.7,2.97
39156,0.36,Ideal,F,IF,61.4,56,1063,4.57,4.61,2.82
39157,0.36,Ideal,F,IF,60.3,57,1063,4.61,4.65,2.79
39159,0.35,Ideal,E,VS1,61.6,57,1063,4.53,4.5,2.78
39161,0.35,Ideal,E,VS1,61.2,56,1063,4.55,4.53,2.78
39162,0.35,Premium,E,VS1,62.3,60,1063,4.52,4.5,2.81
39164,0.35,Ideal,D,VS2,61.3,56,1063,4.56,4.54,2.79
39167,0.4,Premium,J,IF,62.7,60,1063,4.7,4.64,2.93
39169,0.4,Ideal,J,IF,62.4,56,1063,4.74,4.71,2.95
39174,0.35,Premium,D,VS2,60.4,58,1063,4.58,4.53,2.75
39179,0.35,Premium,D,VS2,61.9,58,1063,4.6,4.51,2.82
39180,0.35,Ideal,D,VS2,62.3,55,1063,4.54,4.52,2.82
39182,0.35,Ideal,D,VS2,62.5,55,1063,4.55,4.5,2.83
39184,0.35,Ideal,D,VS2,62.4,55,1063,4.52,4.48,2.81
39196,0.38,Premium,D,VS1,58.2,58,1064,4.81,4.77,2.79
39197,0.43,Premium,D,SI1,60.1,58,1064,4.93,4.89,2.95
39199,0.43,Premium,D,SI1,61.2,58,1064,4.87,4.83,2.97
39203,0.38,Premium,G,VVS1,61.3,57,1064,4.68,4.62,2.85
39207,0.63,Ideal,J,SI2,61.4,54,1065,5.54,5.56,3.41
39208,0.54,Ideal,F,SI2,62.2,56,1065,5.21,5.24,3.25
39211,0.39,Very Good,E,VS2,63.1,56,1065,4.69,4.63,2.94
39216,0.32,Ideal,D,VVS2,60.6,56,1066,4.47,4.5,2.72
39218,0.32,Ideal,D,VS2,61.7,55,1066,4.39,4.42,2.72
39220,0.45,Good,F,VS2,56.8,62,1066,5.1,5.14,2.91
39221,0.58,Premium,H,SI2,59,61,1066,5.45,5.42,3.21
39226,0.32,Ideal,D,VVS1,61.9,56,1067,4.36,4.39,2.71
39236,0.32,Ideal,D,VVS1,61.8,56,1067,4.39,4.41,2.72
39239,0.51,Very Good,I,SI1,63.5,55,1068,5.07,5.11,3.23
39244,0.51,Very Good,I,VS2,60.3,63,1068,5.16,5.13,3.1
39249,0.41,Ideal,G,VVS1,62.4,55,1068,4.74,4.78,2.97
39251,0.41,Ideal,G,VVS1,62.5,53,1068,4.76,4.78,2.98
39264,0.38,Premium,G,VS1,61,58,1069,4.71,4.67,2.86
39265,0.38,Premium,G,VS1,61.9,56,1069,4.68,4.63,2.88
39267,0.38,Premium,G,VS1,60.6,58,1069,4.67,4.64,2.82
39268,0.38,Ideal,G,VS1,60.8,56,1069,4.71,4.66,2.85
39269,0.38,Premium,G,VS1,61.9,59,1069,4.67,4.63,2.88
39275,0.32,Ideal,E,I1,60.7,57,490,4.45,4.41,2.69
39276,0.34,Good,H,SI1,63.3,56,490,4.45,4.46,2.82
39277,0.34,Ideal,H,SI1,60.7,56,490,4.52,4.58,2.76
39286,0.3,Ideal,H,VS2,61.9,57,491,4.28,4.31,2.66
39290,0.3,Ideal,H,VS2,62.1,55,491,4.33,4.36,2.7
39291,0.3,Ideal,H,VS2,60.9,58,491,4.29,4.32,2.62
39295,0.3,Ideal,H,VS2,62.6,55,491,4.28,4.31,2.69
39301,0.38,Premium,E,VS1,60.7,59,1069,4.7,4.65,2.84
39307,0.7,Fair,G,I1,60.4,58,1069,5.74,5.68,3.45
39315,0.51,Very Good,F,SI2,62.7,56,1070,5.06,5.08,3.18
39325,0.3,Ideal,E,VVS1,61.3,57,1071,4.32,4.36,2.66
39328,0.34,Ideal,E,VVS2,62.3,57,1071,4.48,4.44,2.78
39330,0.35,Premium,E,VVS1,63,59,1071,4.48,4.44,2.81
39338,0.49,Premium,F,SI1,60.5,60,1072,5.1,5.08,3.08
39340,0.47,Premium,E,SI2,58.7,60,1072,5.13,5.09,3
39348,0.46,Ideal,I,VS2,62.2,56,1073,4.96,4.9,3.07
39357,0.44,Ideal,E,VS2,62.4,57,1073,4.9,4.88,3.05
39359,0.44,Ideal,E,VS2,61.9,55,1073,4.89,4.86,3.02
39363,0.52,Premium,F,SI2,61.7,58,1073,5.23,5.18,3.15
39365,0.49,Premium,F,SI2,62.2,59,1073,5.09,5.04,3.15
39366,0.5,Very Good,I,SI1,63.4,62,1073,5,4.95,3.15
39374,0.31,Ideal,D,VVS2,61,55,1074,4.38,4.41,2.68
39378,0.52,Ideal,H,SI1,62.3,54,1074,5.15,5.18,3.22
39381,0.38,Ideal,G,IF,61.6,56,1074,4.67,4.72,2.89
39400,0.41,Ideal,G,VVS2,61.1,55,1076,4.83,4.8,2.94
39402,0.41,Ideal,G,VVS2,62.2,56,1076,4.8,4.75,2.97
39405,0.41,Premium,G,VVS2,61.6,58,1076,4.8,4.74,2.94
39408,0.41,Premium,F,VS1,58.6,61,1076,4.87,4.83,2.84
39411,0.41,Ideal,F,VS1,60.6,57,1076,4.84,4.79,2.92
39415,0.41,Ideal,F,VS1,62.3,55,1076,4.79,4.77,2.98
39416,0.41,Ideal,F,VS1,60.8,57,1076,4.8,4.77,2.91
39419,0.41,Ideal,F,VS1,61.3,57,1076,4.79,4.77,2.93
39423,0.41,Ideal,F,VS1,61.8,56,1076,4.79,4.75,2.95
39428,0.41,Premium,F,VS1,62.6,58,1076,4.75,4.74,2.97
39431,0.41,Ideal,F,VS1,62.1,56,1076,4.76,4.74,2.95
39435,0.41,Ideal,D,VS2,61.9,56,1076,4.8,4.77,2.96
39436,0.41,Ideal,D,VS2,62.2,54,1076,4.81,4.77,2.98
39440,0.41,Ideal,D,VS2,62.2,57,1076,4.76,4.72,2.95
39444,0.52,Premium,G,SI2,58.4,62,1076,5.33,5.28,3.1
39445,0.41,Ideal,E,VS1,61.4,55,1076,4.84,4.8,2.96
39446,0.41,Ideal,E,VS1,61.5,56,1076,4.79,4.77,2.94
39451,0.5,Very Good,E,SI2,62.8,55,1077,5.05,5.08,3.18
39452,0.5,Good,E,SI2,63.7,55,1077,5.03,5.08,3.22
39454,0.5,Good,E,SI2,63.1,58,1077,5.05,5.09,3.2
39455,0.57,Ideal,H,SI2,62.3,56,1077,5.31,5.28,3.3
39456,0.33,Ideal,D,VS1,61,56,1077,4.47,4.45,2.72
39457,0.39,Ideal,G,VS1,62.6,55,1077,4.69,4.66,2.93
39465,0.5,Fair,H,SI1,62.3,60,1078,5.09,5.06,3.16
39480,0.41,Premium,E,VS1,60.6,59,1079,4.77,4.8,2.9
39482,0.41,Ideal,E,VS1,61.9,55,1079,4.76,4.8,2.96
39484,0.41,Ideal,E,VS1,61.7,57,1079,4.76,4.8,2.95
39488,0.41,Ideal,E,VS1,62.7,55,1079,4.72,4.76,2.97
39491,0.41,Premium,E,VS1,62.3,59,1079,4.74,4.76,2.96
39496,0.41,Ideal,E,VS1,62.1,56,1079,4.75,4.78,2.96
39513,0.32,Ideal,E,VVS2,62.3,56,1080,4.4,4.37,2.73
39516,0.32,Ideal,E,VVS2,61.6,57,1080,4.43,4.4,2.72
39518,0.32,Premium,E,VVS2,61.5,58,1080,4.42,4.36,2.7
39519,0.32,Premium,E,VVS2,61.1,58,1080,4.45,4.42,2.71
39523,0.51,Ideal,I,SI1,62.2,56,1080,5.12,5.08,3.17
39525,0.4,Premium,I,VVS1,60.8,58,1080,4.78,4.76,2.9
39527,0.4,Ideal,I,VVS1,60.5,57,1080,4.79,4.76,2.89
39529,0.4,Premium,I,VVS1,62.7,59,1080,4.71,4.67,2.94
39533,0.4,Premium,F,VS2,60.7,60,1080,4.8,4.75,2.9
39536,0.4,Premium,F,VS2,59.3,59,1080,4.83,4.79,2.85
39546,0.32,Premium,H,IF,61.2,58,1080,4.39,4.37,2.68
39548,0.32,Ideal,G,VVS1,61.1,53,1080,4.44,4.4,2.7
39554,0.32,Ideal,G,VVS1,60.8,56,1080,4.44,4.37,2.68
39557,0.32,Ideal,G,VVS1,62,57,1080,4.42,4.38,2.73
39559,0.32,Ideal,G,VVS1,62.4,56,1080,4.39,4.36,2.73
39561,0.45,Fair,F,VS2,64.3,59,1080,4.8,4.75,3.07
39565,0.32,Premium,F,IF,59.3,58,1080,4.47,4.44,2.62
39568,0.44,Ideal,E,VS1,61.5,56,1081,4.9,4.92,3.02
39580,0.41,Premium,D,VS1,60.6,59,1082,4.84,4.8,2.92
39585,0.37,Ideal,E,VVS2,61.8,54,1082,4.63,4.6,2.85
39588,0.42,Ideal,F,VS1,61.6,56,1082,4.82,4.8,2.96
39589,0.38,Very Good,E,VS1,58.1,59,1083,4.78,4.82,2.79
39600,0.34,Ideal,E,VVS1,62,56,1084,4.52,4.48,2.79
39601,0.3,Ideal,I,VS1,61,58,491,4.3,4.33,2.63
39605,0.32,Ideal,F,SI1,61.9,55,491,4.38,4.41,2.72
39607,0.26,Premium,H,VS1,62.3,59,491,4.1,4.06,2.54
39609,0.35,Very Good,H,SI1,60,61,491,4.57,4.6,2.75
39615,0.3,Ideal,G,VS2,60.8,57,491,4.33,4.38,2.65
39616,0.35,Good,E,SI2,63.9,55,491,4.48,4.5,2.87
39619,0.3,Good,G,VS2,63.1,58,491,4.23,4.27,2.68
39625,0.3,Very Good,G,VS2,61.1,62,491,4.28,4.33,2.63
39627,0.3,Ideal,J,VS2,61.9,56,491,4.3,4.33,2.67
39628,0.35,Ideal,E,SI2,61.4,56,491,4.51,4.55,2.78
39630,0.35,Good,H,SI1,63.1,58,491,4.46,4.51,2.83
39631,0.34,Ideal,E,VVS1,62.2,56,1084,4.49,4.45,2.78
39632,0.34,Ideal,E,VVS1,62.2,56,1084,4.46,4.44,2.77
39638,0.34,Premium,G,IF,62.3,59,1084,4.49,4.46,2.79
39645,0.41,Ideal,F,VS2,62.4,58,1085,4.77,4.75,2.97
39649,0.38,Very Good,F,VVS1,61.7,56,1087,4.63,4.66,2.86
39657,0.42,Ideal,H,VS1,62,57,1087,4.82,4.8,2.98
39658,0.42,Premium,H,VS1,61.7,59,1087,4.83,4.76,2.96
39663,0.42,Ideal,G,VS2,60.8,57,1087,4.85,4.82,2.94
39666,0.42,Premium,G,VS2,60.1,61,1087,4.86,4.79,2.9
39672,0.42,Ideal,G,VS2,62.4,54,1087,4.83,4.78,3
39681,0.47,Premium,E,SI1,60.2,61,1087,5.05,4.96,3.02
39690,0.4,Premium,F,VVS2,60.8,59,1088,4.72,4.76,2.88
39692,0.4,Premium,F,VVS2,60.8,59,1088,4.71,4.73,2.87
39694,0.4,Very Good,F,VVS2,62.8,57,1088,4.66,4.73,2.95
39706,0.5,Very Good,H,SI1,63.5,56,1089,5.01,5.04,3.19
39708,0.39,Ideal,F,VVS1,60.9,55,1089,4.75,4.8,2.91
39711,0.44,Premium,D,SI1,61.9,59,1089,4.9,4.86,3.02
39713,0.44,Ideal,H,VS1,61.3,57,1089,4.98,4.91,3.03
39714,0.41,Fair,D,VVS2,64.5,57,1089,4.68,4.65,3.01
39720,0.51,Very Good,H,SI1,63,57,1090,5.11,5.14,3.23
39721,0.54,Premium,G,SI2,61.4,59,1090,5.21,5.24,3.21
39733,0.53,Very Good,G,SI2,60.9,55,1092,5.26,5.29,3.21
39735,0.4,Ideal,E,VS2,61.6,57,1092,4.73,4.75,2.92
39741,0.52,Premium,G,SI1,58.6,62,1092,5.28,5.24,3.08
39747,0.43,Ideal,G,VS2,62.4,56,1093,4.87,4.84,3.02
39749,0.5,Ideal,F,SI2,60.9,57,1094,5.15,5.1,3.12
39753,0.5,Fair,H,SI1,64.9,54,1094,5.01,4.98,3.24
39759,0.51,Ideal,G,SI2,61.3,55,1094,5.17,5.19,3.17
39760,0.56,Ideal,I,SI1,62.1,54,1094,5.3,5.32,3.3
39762,0.52,Ideal,I,SI1,61.8,54,1094,5.16,5.19,3.2
39764,0.36,Ideal,E,VS1,62,56,1094,4.59,4.57,2.84
39768,0.36,Ideal,E,VS1,61.6,57,1094,4.58,4.54,2.81
39777,0.36,Premium,D,VS2,61.8,58,1094,4.58,4.55,2.82
39779,0.36,Ideal,D,VS2,60.6,57,1094,4.61,4.57,2.78
39780,0.36,Premium,D,VS2,61,59,1094,4.61,4.57,2.8
39781,0.36,Ideal,D,VS2,61.7,55,1094,4.6,4.58,2.83
39782,0.36,Ideal,D,VS2,61.6,56,1094,4.57,4.55,2.81
39783,0.33,Premium,G,IF,59.4,59,1094,4.54,4.49,2.68
39787,0.39,Premium,G,VVS1,59.9,59,1095,4.73,4.75,2.84
39791,0.32,Ideal,E,IF,61.9,56,1095,4.4,4.42,2.73
39794,0.39,Ideal,D,VS1,62,57,1095,4.67,4.71,2.91
39797,0.36,Ideal,D,VS1,61.1,56,1095,4.6,4.63,2.82
39799,0.38,Ideal,D,VVS2,59.7,62,1096,4.71,4.74,2.82
39802,0.38,Ideal,F,VVS1,62.1,55,1096,4.66,4.71,2.91
39808,0.42,Premium,H,VVS1,60.9,62,1096,4.86,4.8,2.94
39809,0.54,Premium,F,SI2,61.8,61,1097,5.28,5.18,3.23
39813,0.4,Ideal,G,VVS1,60.8,57,1097,4.78,4.81,2.91
39814,0.4,Ideal,G,VVS1,61.7,55,1097,4.75,4.78,2.94
39815,0.4,Ideal,G,VVS1,61.8,56,1097,4.72,4.75,2.92
